x,y
-13.819095477386938,5888.945818101759
-13.31658291457287,-2096.287467387964
-12.8140703517588,1837.5255350438874
-12.311557788944725,2292.7988103067555
-11.809045226130657,-4015.2679405361996
-11.306532663316588,496.1495591481191
-10.804020100502512,-5201.5905500131685
-10.301507537688444,-904.8327567239671
-9.798994974874375,-1944.4226800534884
-9.296482412060307,-118.98053220267963
-8.793969849246238,765.9020518309958
-8.291457286432163,-4190.899692449477
-7.788944723618094,-2295.68871195103
-7.286432160804026,-1206.7215105910295
-6.78391959798995,1569.790487632174
-6.2814070351758815,-2909.854909955259
-5.778894472361813,-3483.147700769257
-5.276381909547744,-1301.4595930292892
-4.773869346733676,63.58726290256217
-4.2713567839196,-2981.4924439094953
-3.7688442211055317,161.3772316745172
-3.266331658291463,3507.1283808304247
-2.7638190954773876,3989.204476438821
-2.261306532663319,-367.90153183589854
-1.7587939698492505,-1606.9907692460488
-1.256281407035182,-1518.0349484865287
-0.7537688442211135,1116.8955016139796
-0.2512562814070378,2944.392924369476
0.2512562814070307,-29.838053697886693
0.7537688442210992,1003.1582762734051
1.2562814070351749,-1412.45079060182
1.7587939698492434,764.7177051295199
2.261306532663312,-938.4266145255453
2.7638190954773805,-847.2806095092994
3.266331658291449,140.64426961844867
3.7688442211055246,428.8457007955725
4.271356783919593,1744.7012858618064
4.773869346733662,157.67842243693872
5.276381909547737,5281.188693561078
5.778894472361806,3573.5211480606704
6.281407035175874,3320.4079017754807
6.783919597989943,-1406.388449462076
7.2864321608040115,736.387627626513
7.788944723618087,-1523.1664412828382
8.291457286432156,1146.4495677585542
8.793969849246224,6849.190936889572
9.2964824120603,-316.04277664754227
9.798994974874368,2937.030233680427
10.301507537688437,5805.255851846946
10.804020100502505,-1620.3793771417427
11.306532663316574,-411.2915509502227
11.80904522613065,1925.4734020940036
12.311557788944718,680.7248042984193
12.814070351758787,4380.97064691884
13.316582914572862,5600.519639606222
13.81909547738693,6735.995818199565
14.321608040201,6403.8202496663835
14.824120603015075,3776.515076631259
15.326633165829136,5089.253913234249
15.829145728643212,3902.5495883900358
16.331658291457273,3007.1690584434955
16.83417085427135,372.38024868572484
17.336683417085425,16191.373890230241
17.839195979899486,4155.526325302191
18.34170854271356,5740.222431772041
18.844221105527637,7530.039375355384
19.3467336683417,7154.706891715293
19.849246231155774,7670.3154288848455
20.35175879396985,9752.42838016938
20.85427135678391,4548.407687244104
21.356783919597987,11678.093786706193
21.85929648241205,8068.306185003893
22.361809045226124,7886.035528833258
22.8643216080402,9972.659625237955
23.36683417085426,9251.911689323802
23.869346733668337,8102.628059900426
24.3718592964824,14230.370150366996
24.874371859296474,10647.226352758129
25.37688442211055,10109.017259694552
25.87939698492461,11126.711588774217
26.381909547738687,9524.30562322629
26.884422110552762,11923.418413396368
27.386934673366824,12115.711403430927
27.8894472361809,16978.887756864333
28.391959798994975,14302.278223930052
28.894472361809036,17766.3447906252
29.396984924623112,11672.812183821867
29.899497487437174,13479.106805128715
30.40201005025125,16243.621518874244
30.904522613065325,18024.816673467754
31.407035175879386,19436.700232539017
31.909547738693462,21818.13427307544
32.41206030150752,14551.593596641233
32.9145728643216,16297.161488240106
33.417085427135675,19754.63226447667
33.919597989949736,16121.35501311192
34.42211055276381,19186.09457064475
34.92462311557789,23906.510099371364
35.42713567839195,15711.711171788635
35.929648241206024,22003.410064884487
36.4321608040201,19576.94951396049
36.93467336683416,20383.65913031602
37.43718592964824,19108.651800090294
37.9396984924623,22589.655779214845
38.442211055276374,24101.886066820996
38.94472361809045,23431.014496107247
39.44723618090451,25157.12386640397
39.94974874371859,22824.63659293934
40.45226130653265,26573.334327669225
40.954773869346724,28780.933412657796
41.4572864321608,23332.197350807262
41.95979899497486,28372.70758845589
42.46231155778894,25375.661898169732
42.96482412060301,27719.231456341462
43.467336683417074,34198.27041168681
43.96984924623115,31853.856739333914
44.472361809045225,26857.777413984666
44.974874371859286,33317.00905752536
45.47738693467336,31984.54071879142
45.97989949748742,32768.761517391205
46.4824120603015,36957.60061058891
46.984924623115575,33398.34792193129
47.487437185929636,31839.961803981918
47.98994974874371,40173.8625588457
48.49246231155777,39616.213998953695
48.99497487437185,36511.69953499233
49.497487437185924,36281.82489293627
50.0,36254.8845432714
